Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
HCC1438_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch6_7,male,43.95078078,0221_CCLE_Batch6_7_LIP-HCC-1438.wiff,0221_CCLE_Batch6_7_HIL-HCC-1438.wiff,0221_CCLE_Batch_6_7_CMH_HCC-1438.wiff,3968,114866,39444,199273,227822,119014,1266853,550251,221021,1693212,3392584,482209,487574,3729762,4603663,1921598,110399,201498,10719321,549375,354529,30783,1028586,543,213,15402,1364,65414,4503,263023,17432,65719,11045,7510,5139,17146,57931,939025,120926,4267380,3426430,406477,,1990350,382303,444,8300,1083,26110,8675,9028,17702,24265,6618,499,586166,1516403,1041772,80456,36532,626166,9002869,669523,11755,386710,1088132,3274,590,396,474,633,465,2938,214,3157,187326,520
TE4_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch6_7,female,36.25562797,0220_CCLE_Batch6_7_LIP-TE-4.wiff,0220_CCLE_Batch6_7_HIL-TE-4.wiff,0220_CCLE_Batch_6_7_CMH_TE-4.wiff,6480,372913,394435,267617,337743,340784,1897808,500789,2338086,2193537,5081189,1110617,1068226,6896919,7749505,3835558,181975,414189,6459346,379274,407523,27071,777516,644,468,459497,2188,79155,4716,255625,13679,96463,4179,15347,1682,31693,4332,1621270,331266,3860366,4478463,36100,,2979326,746256,511,9348,3875,23472,11810,10642,2935,2317,3767,264,733353,199656,402507,762000,48662,1098618,3339622,1036474,14401,130567,56802,6772,862,554,968,2388,595,3557,307,4634,80946,856
CAPAN1_PANCREAS,pancreas,IMDM + 20% FBS,Batch3,male,NA,0021-CCL_Batch3_LIP-Capan-1.wiff,021-CCLE-batch3-HIL-Capan-1.wiff,0021-CCL_Batch_3_CMH-Capan-1.wiff,1328,113553,44164,115461,16613,71051,499025,31946,434737,194746,299964,139481,195448,335671,373862,397195,17411,49225,640054,14178,31236,1275,23214,,605,64507,,4173,,28701,1407,6566,379,228,681,4236,1535,146201,24017,1950703,1878484,287128,2503,178938,62353,,7645,426,14900,,2666,368,3308,17143,1293,46675,2921984,180009,281635,1452,111023,612374,43341,3804,35065,30603,1394,,,625,3037,1804,1385,338,,3803,
GSS_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch6_7,male,NA,0219_CCLE_Batch6_7_LIP-GSS.wiff,0219_CCLE_Batch6_7_HIL-GSS.wiff,0219_CCLE_Batch_6_7_CMH_GSS.wiff,3907,232244,25721,112184,85225,166075,2693746,277387,103434,505279,843281,104342,390324,1924299,2308960,1306852,71115,195688,11897955,470409,113252,5115,433492,449,207,85893,1808,20730,958,61571,3392,12670,504,394,9370,2567,561,409526,58597,2414290,722229,26997,,4294394,204573,,4967,,9828,396,3590,244,13071,12380,391,115800,2020,601170,486475,10920,322754,3754880,548259,29171,894334,66923,41008,1173,4785,32942,63342,2849,26426,482,1806,35001,
CW2_LARGE_INTESTINE,colorectal,RPMI 1640 + 10% FBS,Batch6_7,female,58.02074074,0218_CCLE_Batch6_7_LIP-CW-2.wiff,0218_CCLE_Batch6_7_HIL-CW-2.wiff,0218_CCLE_Batch_6_7_CMH_CW-2.wiff,874,48167,41036,27818,9614,58181,483540,34488,109839,103815,482198,60558,100308,319951,340240,187938,9245,29097,506073,72938,41609,1523,55534,668,,14159,,7302,143,10530,501,4587,501,140,940,1827,591,106200,15234,2794957,1868107,81306,,734077,62333,,5823,459,6699,1721,2708,410,244,17277,95,21633,1865,116556,156183,2512,155528,827551,84114,6948,93390,27432,7740,408,1936,9555,27765,5612,3854,412,,4198,
TE14_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch6_7,male,33.72532288,0217_CCLE_Batch6_7_LIP-TE-14.wiff,0217_CCLE_Batch6_7_HIL-TE-14.wiff,0217_CCLE_Batch_6_7_CMH_TE-14.wiff,5863,137583,265338,247301,271244,192802,1553033,524177,4926181,1794492,4439885,853822,804946,4968561,5852133,3198457,155063,334026,5189117,419328,435268,15651,96712,592,577,32228,1270,66601,5319,210781,8981,75041,27027,12402,1426,31484,5124,1386084,275151,4045983,2948830,1278517,,3413685,890514,407,7293,3954,13781,1062,7167,7325,13609,4122,269,617391,3289,523091,763707,34064,674542,1369528,488584,8597,533531,74159,7204,1720,684,,1464,198,1271,414,3783,7767,771
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,RPMI 1640 + 10% FBS,Batch6_7,female,NA,0216_CCLE_Batch6_7_LIP-NCO2.wiff,0216_CCLE_Batch6_7_HIL-NCO2.wiff,0216_CCLE_Batch_6_7_CMH_NCO2.wiff,5488,115571,30688,96655,34017,88453,1984826,187036,830874,136539,879017,80151,140960,628632,696744,245359,7921,28970,3296056,276020,55948,5753,516029,570,1212,30364,1047,15644,201,30902,1459,11514,1797,257,3773,2424,589,436822,43635,992928,2049657,36561,,981013,73622,,5003,457,11576,309,3427,2691,8244,16727,195,97427,42728,128297,594920,5206,227291,718928,222981,3048,279574,49491,2516,472,523,2817,14423,1778,2648,230,,18000,
LI7_LIVER,liver,RPMI 1640 + 10% FBS,Batch6_7,male,38.70057677,0215_CCLE_Batch6_7_LIP-Li-7.wiff,0215_CCLE_Batch6_7_HIL-Li-7.wiff,0215_CCLE_Batch_6_7_CMH_Li-7.wiff,9527,307039,259876,191989,105981,89164,872997,517488,166123,688075,2907533,299300,392150,2799807,3489975,1306518,75470,154943,7740468,546020,214233,25143,1023606,644,728,40866,1724,58360,6768,176834,7152,55661,1635,7516,4694,21358,2370,808288,38127,3539201,1364808,2658219,,3424740,479396,452,5968,2353,40801,2996,4967,1872,5924,13618,477,436028,1823265,932865,832016,21820,1903362,8466912,1285440,25146,1318120,896553,95452,2884,16049,40116,40152,12662,149402,345,4600,146447,668
OSRC2_KIDNEY,kidney,RPMI 1640 + 10% FBS,Batch6_7,male,59.77200362,0214_CCLE_Batch6_7_LIP-OS-RC-2.wiff,0214_CCLE_Batch6_7_HIL-OS-RC-2.wiff,0214_CCLE_Batch_6_7_CMH_OS-RC-2.wiff,2477,86690,122217,111287,128513,112850,3677013,233965,2151368,883564,2630330,515102,503819,2930109,3240741,1710436,77690,204888,7030107,211652,237383,13260,1043540,475,1439,7784,1608,47774,1429,118710,6098,46960,865,3135,2089,17049,35737,1158397,43805,2672255,5337128,178610,,4491241,365995,212,6363,1294,17437,3024,5863,423,1467,11402,228,537598,8975544,595026,497788,19591,1637269,3059608,654424,12357,362808,166768,6465,924,1082,2341,1254,946,952,796,1564,121223,559
TE8_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch6_7,male,35.18363217,0213_CCLE_Batch6_7_LIP-TE-8.wiff,0213_CCLE_Batch6_7_HIL-TE-8.wiff,0213_CCLE_Batch_6_7_CMH_TE-8.wiff,5124,212630,231057,198194,245728,269385,1941768,385563,4023621,1494900,4027526,851074,826395,5216858,5619216,3097398,120676,421499,6317144,338187,320256,17214,345021,634,1343,89972,1238,63167,2478,173901,9546,73320,2029,9081,2128,29374,6468,1218170,167673,4276810,4920601,503114,,3890454,828973,207,7174,2166,39904,3420,7327,2997,5302,5662,218,635945,3557029,734618,672418,42629,1102188,2351964,434182,12056,532657,199905,5403,664,1079,1467,3797,1858,1961,462,2126,14702,731
TE10_OESOPHAGUS,esophagus,RPMI 1640 + 10% FBS,Batch6_7,male,46.29170847,0212_CCLE_Batch6_7_LIP-TE-10.wiff,0212_CCLE_Batch6_7_HIL-TE-10.wiff,0212_CCLE_Batch_6_7_CMH_TE-10.wiff,4884,263662,170859,200415,220021,686735,2707746,651495,4258161,1380159,3169190,345788,634060,4905489,6267052,2227183,111805,300155,9738811,654257,318849,32506,65830,567,842,52947,2619,62231,2900,170730,7650,66385,873,5763,2151,17971,19412,1231720,179703,3849639,3273464,324067,,3360980,557619,290,5358,,17917,907,5910,9244,4398,13924,346,606177,1762191,557960,552283,30255,991590,1358553,554240,20174,901247,138256,5907,785,1186,,1782,317,1412,303,3831,9095,507
HCC1171_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch6_7,male,108.3,0211_CCLE_Batch6_7_LIP-HCC-1171.wiff,0211_CCLE_Batch6_7_HIL-HCC-1171.wiff,0211_CCLE_Batch_6_7_CMH_HCC-1171.wiff,9237,316926,180688,191472,227569,295867,2821233,397570,3910499,1168978,3669618,687127,640253,4078541,4604122,2294101,109862,247633,6940195,369559,296041,29313,1324229,519,255,61634,2020,63145,911,194847,10121,71414,1224,9414,1997,18127,10017,1480222,255683,6246362,6388526,521486,,1693431,467952,196,5424,2802,30685,4093,11503,4260,836,8803,144,591895,943376,647026,769880,34645,1136507,2808151,329349,16034,197848,377913,5564,693,686,1291,1906,1231,3057,376,3333,104596,776
EFO21_OVARY,ovary,RPMI 1640 + 20% FBS,Batch6_7,female,72.16163005,0210_CCLE_Batch6_7_LIP-EFO-21.wiff,0210_CCLE_Batch6_7_HIL-EFO-21.wiff,0210_CCLE_Batch_6_7_CMH_EFO-21.wiff,9055,640687,331845,158606,165410,682010,3580713,396590,6398913,822983,2610125,467894,585192,3435971,3483643,1989519,77810,48522,5755244,385408,376173,22430,242504,971,6587,50791,1228,74782,1339,191805,6827,87485,1384,11960,3016,31440,36073,770450,23327,4819695,5313639,2584341,,3422685,558373,561,7260,3078,23752,3978,9746,2252,5420,7515,409,585985,3353355,826611,764445,18006,1384667,3944367,281315,11210,167849,188614,5655,700,846,2421,7151,943,4799,551,3752,15125,739
NCIH1048_LUNG,lung_small_cell,RPMI 1640 + 10% FBS,Batch3,female,50.13309652,0020-CCL_Batch3_LIP-NCI-H1048.wiff,020-CCLE-batch3-HIL-NCI-H1048.wiff,0020-CCL_Batch_3_CMH-NCI-H1048.wiff,16490,600669,149184,186777,144111,222291,3242425,653961,9934984,792039,2577784,271020,406035,3178865,4049811,1564281,75221,177053,13720298,893541,626433,19506,579732,304,5347,167739,2115,42451,1935,178655,6595,54384,1324,3353,7002,23143,6100,739088,121762,6721116,3596609,233997,2234567,5114807,798203,234,7879,2530,19954,3465,4803,26452,21825,5760,21314,817727,4162,2878347,1882529,17763,4323768,11769732,2747231,48384,1204091,215756,25543,2265,2975,5426,10610,2589,7037,319,,41688,661
HCC78_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_1,male,36.0992431,020-CCLE-Batch_1-LIP-HCC-78.wiff,020-CCLE-Batch_1-HIL-HCC-78.wiff,020-CCLE-Batch_1-CMH-HCC-78.wiff,10854,857407,47394,215978,335528,116914,1505899,522709,422138,1742113,2631002,571792,731029,5238034,7018026,2732707,169202,33516,15714428,423114,192723,23482,610460,502,5693,37225,653,,1719,240604,,56047,1396,9412,,45841,83455,2063511,222654,3485973,767651,89587,1289787,1388847,538927,,4928,,15704,5924,6930,21196,993,6209,984,452452,208507,1669583,424464,32735,681700,7729439,,,,,,,,,,,,,,,
ACCMESO1_PLEURA,mesothelioma,RPMI 1640 + 10% FBS,Batch6_7,NA,31.93866266,0209_CCLE_Batch6_7_LIP-ACC-MESO-1.wiff,0209_CCLE_Batch6_7_HIL-ACC-MESO-1.wiff,0209_CCLE_Batch_6_7_CMH_ACC-MESO-1.wiff,4385,72225,77960,104412,115535,176505,4266838,272183,1417286,501046,2599336,329067,368496,2828619,3422885,1209126,57245,116392,8122378,262696,203815,13824,877959,462,364,24274,919,51272,3198,111366,5394,55022,1017,6607,1895,16305,25234,751046,105331,3351858,2972100,181807,,3126891,573868,122,4934,2592,21247,2959,4975,2419,18933,7396,392,473133,10813209,933611,1419814,18253,1982823,9478187,631686,64229,770432,422464,8514,878,1752,2245,3695,1798,6678,1060,2025,58348,392
JHUEM3_ENDOMETRIUM,endometrium,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,female,NA,0208_CCLE_Batch6_7_LIP-JHUEM-3.wiff,0208_CCLE_Batch6_7_HIL-JHUEM-3.wiff,0208_CCLE_Batch_6_7_CMH_JHUEM-3.wiff,18944,647555,149567,862675,268142,302385,3777929,129602,5710645,1598148,2204174,1301545,1929634,5205889,5620120,6968977,237636,542780,9780876,264977,146103,41270,755361,1848,14599,416274,1325,79128,1017,156955,10223,88730,1230,10839,2177,27956,23865,2022148,347402,7619620,10950308,1374685,,2577638,778386,311,7539,4336,37475,8650,7434,7096,3895,8297,2133,456527,4228859,1695987,1396706,25066,2530148,6367434,626261,40439,1852283,399625,9522,1137,1308,2833,3679,1026,3292,330,2980,96976,840
CHAGOK1_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch6_7,male,51.8,0207_CCLE_Batch6_7_LIP-ChaGo-K-1.wiff,0207_CCLE_Batch6_7_HIL-ChaGo-K-1.wiff,0207_CCLE_Batch_6_7_CMH_ChaGo-K-1.wiff,5673,261765,263216,297719,287186,243658,1639484,552503,5126207,1608676,3156582,562865,973515,4660215,5730147,3639395,152074,376223,5452675,445333,333002,14197,53892,582,340,70141,1335,48013,3951,163494,7905,51277,4893,5992,2461,17046,1594,974374,73765,3074446,3975103,287858,,1476285,390876,164,5303,4236,29677,1207,4048,2921,9738,11628,273,382212,5656658,339048,546848,30532,433147,1282207,157918,10526,526127,908926,7271,617,4059,8192,9972,1884,6422,748,1928,10550,416
GSU_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch6_7,male,34.99979396,0206_CCLE_Batch6_7_LIP-GSU.wiff,0206_CCLE_Batch6_7_HIL-GSU.wiff,0206_CCLE_Batch_6_7_CMH_GSU.wiff,5023,263982,75984,124308,97351,127786,984351,337165,2012562,492769,2708801,281044,345333,2287827,3176738,1067699,55186,111717,5524410,339885,171984,10439,809099,687,833,102613,791,47027,3799,127924,6545,49065,789,6487,1949,13785,1769,1114178,165435,3423838,2404440,304337,,6276983,918056,170,5844,1939,8604,841,4957,12366,6967,7865,355,321724,1911,561554,757136,13528,394074,2749945,102522,7445,253916,18325,6757,613,245,,995,1632,291,383,1446,56399,456
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,T-cell_lymphoma_other,RPMI 1640 + 10% FBS,Batch6_7,male,NA,0205_CCLE_Batch6_7_LIP-Ki-JK.wiff,0205_CCLE_Batch6_7_HIL-Ki-JK.wiff,0205_CCLE_Batch_6_7_CMH_Ki-JK.wiff,3765,26449,41097,56746,36491,66316,1462974,78488,1251306,206702,809937,108053,183067,843213,937495,528928,24876,86812,4848256,128055,193647,8271,166040,447,130,13225,766,19100,498,33879,1396,13829,613,1068,679,3784,8969,219698,57246,1337560,2973244,650484,,1188279,85340,,4889,683,3719,850,1779,3980,30778,13114,147,92826,6892,197022,413033,3808,484721,2355388,160803,4981,635786,56445,2279,,,911,3176,1348,1513,1898,,7389,
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch6_7,male,76.8,0204_CCLE_Batch6_7_LIP-KMS-21BM.wiff,0204_CCLE_Batch6_7_HIL-KMS-21BM.wiff,0204_CCLE_Batch_6_7_CMH_KMS-21BM.wiff,2267,38181,59678,59358,16138,122745,1407644,80867,450650,81854,361191,46540,104900,331561,393883,221105,10494,42842,1632766,135547,95996,1680,248678,368,475,26688,,5855,189,14594,474,4782,428,296,903,1238,649,107982,39279,1112675,2924638,469809,,414855,40316,,5252,405,7331,1541,5904,,14349,10853,88,32122,5119,84277,488101,1727,187207,342190,149330,2942,41658,30197,1449,,191,,3800,532,1429,350,,5228,
JHUEM2_ENDOMETRIUM,endometrium,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,female,36.18681919,0203_CCLE_Batch6_7_LIP-JHUEM-2.wiff,0203_CCLE_Batch6_7_HIL-JHUEM-2.wiff,0203_CCLE_Batch_6_7_CMH_JHUEM-2.wiff,7662,178504,93886,388233,61825,33747,1477905,27666,2924032,399364,646291,264492,597977,1189088,1141110,1884557,71589,223863,5939061,32099,60672,5343,109440,579,1159,65895,518,11926,294,33155,1812,8189,326,337,3964,2641,,191213,34902,1698382,4143900,320970,,3008306,163482,64,4422,381,37090,1756,2939,1450,26539,10097,312,50207,3172,243843,521329,6392,398375,963239,195223,16674,382183,42165,10860,327,1197,2384,13833,2048,3909,131,1512,8058,
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch6_7,male,52.5,0202_CCLE_Batch6_7_LIP-KMM-1.wiff,0202_CCLE_Batch6_7_HIL-KMM-1.wiff,0202_CCLE_Batch_6_7_CMH_KMM-1.wiff,4179,118210,67292,100222,46136,217679,3183335,210254,349128,287827,786574,143344,233810,1135534,1320925,647061,32381,95078,5695378,305850,249331,8314,351122,464,285,42728,721,9721,1091,59604,3830,12695,780,381,6810,3961,982,379026,117097,1240703,2368784,37270,,1384800,88452,49,4959,,6585,834,3628,893,24423,6910,256,53911,3660,168690,525221,8466,281557,915365,225503,2653,1556676,216711,5839,559,498,497,1177,408,609,192,699,22547,287
JHOC5_OVARY,ovary,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,female,38.21276392,0201_CCLE_Batch6_7_LIP-JHOC-5.wiff,0201_CCLE_Batch6_7_HIL-JHOC-5.wiff,0201_CCLE_Batch_6_7_CMH_JHOC-5.wiff,7713,551226,166209,666492,349911,292767,4761564,30205,5682800,2966378,3701804,3137330,2759579,7391952,7855082,8754562,319220,619951,9154917,68755,585408,45294,1282618,1610,20586,22501,2281,128105,5173,294631,25603,156830,2190,31401,2243,67046,31297,3451063,465588,8094079,12623709,488368,,5090904,1109683,579,7301,5011,10291,5268,16306,2954,60190,4405,646,789314,4181725,1328858,1119377,26370,2283066,6274258,623634,37647,1524172,1264350,22785,1390,809,915,1714,363,989,173,3844,202082,1789
MKN7_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch6_7,male,64.72647801,0200_CCLE_Batch6_7_LIP-MKN7.wiff,0200_CCLE_Batch6_7_HIL-MKN7.wiff,0200_CCLE_Batch_6_7_CMH_MKN7.wiff,3680,1148691,194741,205061,292836,289055,2379525,462442,1147829,2402559,5022562,1053633,856328,6188302,7588533,3760605,189700,339098,10409898,525337,2666725,36984,1159172,1638,5490,184528,2862,146867,14924,483097,34123,167993,2404,32343,2591,304129,104357,2558109,68793,7211850,5764508,380302,,3732013,1051337,572,9160,,7720,125151,34591,980,1615,1986,340,1388206,8585651,1618341,1330525,37443,2893302,13861940,899942,38844,352036,537560,10558,1178,1142,767,3049,860,2167,498,6914,101721,5592
NCIH1341_LUNG,lung_small_cell,RPMI 1640 + 5% FBS,Batch3,female,NA,0019-CCL_Batch3_LIP-NCI-H1341.wiff,019-CCLE-batch3-HIL-NCI-H1341.wiff,0019-CCL_Batch_3_CMH-NCI-H1341.wiff,6643,81792,135570,77852,34442,169490,1201876,169134,860071,428575,761649,84678,217717,707171,887232,480867,22315,77226,2738938,280926,96774,639,275189,,,43106,705,3116,,35707,2191,6451,554,129,6143,1831,3729,92531,23364,749217,2785686,66758,10187434,2458850,73629,,8699,,32179,4956,965,4536,70642,3510,2086,30838,16818,480194,353565,4790,1040226,2127757,328618,11177,1782164,1163058,13833,1205,9957,39087,92877,6836,38503,429,,11864,
SQ1_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_1,male,53.71766536,019-CCLE-Batch_1-LIP-Sq-1.wiff,019-CCLE-Batch_1-HIL-Sq-1.wiff,019-CCLE-Batch_1-CMH-Sq-1.wiff,9002,1323833,27965,286313,419568,292620,1561704,454456,283031,1838593,3609440,1268245,862756,7341601,8853744,4195804,205330,447192,12930680,421137,866619,31674,542183,,860,95925,897,,1856,276195,,119507,2987,25727,,92099,11507,2398445,470462,6328502,1031522,2066327,1037415,5541681,1256732,650,2521,,66347,26006,17231,20116,430,9018,477,830694,790229,1363824,1702005,43220,873580,6529606,,,,,,,,,,,,,,,
SF126_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 10% FBS,Batch6_7,female,30.61572528,0199_CCLE_Batch6_7_LIP-SF126.wiff,0199_CCLE_Batch6_7_HIL-SF126.wiff,0199_CCLE_Batch_6_7_CMH_SF126.wiff,3897,2866055,22644,1842283,784668,381839,5720714,307868,1706537,9656080,3792434,4618035,6516084,11503299,13910843,19331482,938158,2321729,17521857,471820,2033735,29786,761305,4704,76701,45667,8439,141651,12086,832236,117062,315727,74946,38737,1611,104213,417698,4552557,58137,10026940,2155549,1419674,,5240012,2159139,1160,11185,,343785,17320,34363,8901,370146,16407,10230,1859931,8663398,2285016,852997,23362,1080735,14941190,3045358,34821,2937603,933077,12235,1543,13048,15960,44048,13296,21380,482,17573,59606,2510
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,B-cell_lymphoma_other,RPMI 1640 + 10% FBS,Batch6_7,female,NA,0198_CCLE_Batch6_7_LIP-RI-1.wiff,0198_CCLE_Batch6_7_HIL-RI-1.wiff,0198_CCLE_Batch_6_7_CMH_RI-1.wiff,8724,731505,26340,202402,67523,48899,634012,474346,28831,308440,1518422,154053,258646,1168810,1594460,871051,44909,159081,5070362,977180,740413,15364,1739375,431,2059,463340,1796,30002,1694,176913,10167,27488,616,1360,4016,7835,,1162716,121684,12471897,5820909,104741,,3938490,253492,131,6650,,12368,331,6429,546,3895,11799,365,262929,986,1666246,988833,7314,938425,10074510,1118284,62333,567295,726911,14554,5105,2445,10878,22307,4417,14005,367,4162,128570,243
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,B-cell_ALL,RPMI 1640 + 20% FBS,Batch6_7,male,NA,0197_CCLE_Batch6_7_LIP-MHH-CALL-4.wiff,0197_CCLE_Batch6_7_HIL-MHH-CALL-4.wiff,0197_CCLE_Batch_6_7_CMH_MHH-CALL-4.wiff,2369,32531,76431,44476,20379,121717,1406914,52084,652721,123707,501668,80263,161263,414123,470851,285679,14250,52999,865787,102895,169886,5866,584753,299,1639,6333,,17415,,29877,702,11967,397,312,506,4101,1506,68934,23895,2047994,4630635,182063,,582478,98174,,7535,506,4246,567,1597,,3066,11452,187,68896,1184,172532,654475,3579,46753,236197,254234,1296,67328,7131,1855,237,250,1766,4804,448,1782,661,630,10359,
HEC1A_ENDOMETRIUM,endometrium,McCoy's 5A + 10% FBS,Batch6_7,female,34.97680333,0196_CCLE_Batch6_7_LIP-HEC-1-A.wiff,0196_CCLE_Batch6_7_HIL-HEC-1-A.wiff,0196_CCLE_Batch_6_7_CMH_HEC-1-A.wiff,86918,2540717,67268,697063,806716,1005911,3563144,1604166,1271099,3879659,3174764,2216667,2192860,8904012,9706332,11172048,290847,397568,19086705,6611749,657768,94148,658492,312,920,54163,6283,120669,2191,690227,57310,144910,2027,16232,1876,39418,8813,804895,450550,8874694,7663587,1724164,,2759582,815359,592,10522,7627,39264,133511,28587,11149,16736,9149,3581,1158144,2823,3137413,1190304,209581,2055780,20935815,1664704,115295,2351375,576505,9520,674,753,851,352,162,1592,411,10657,133958,1039
MFE280_ENDOMETRIUM,endometrium,RPMI;MEM = 1;1 + 20% FBS,Batch6_7,female,41.3545724,0195_CCLE_Batch6_7_LIP-MFE-280.wiff,0195_CCLE_Batch6_7_HIL-MFE-280.wiff,0195_CCLE_Batch_6_7_CMH_MFE-280.wiff,50512,1870570,297995,561530,115218,414389,6844396,993984,6953349,1916609,159493,627105,610096,1116968,3079481,2805577,146699,221632,21318939,1291068,431972,13843,312928,6464,3586,118398,3642,143247,206,1123770,66615,161202,2077,23341,4401,88381,174342,1474716,338321,12099763,855652,345388,,9561531,1793170,708,6530,,22408,364765,16505,46570,1141625,11029,7167,1524304,929,2858352,1039257,21811,2135245,5820149,619363,11193,369499,99718,9290,1087,1388,1913,3166,1124,3811,482,8234,25926,2708
SNU5_STOMACH,stomach,IMDM + 20% FBS,Batch6_7,female,NA,0194_CCLE_Batch6_7_LIP-SNU-5.wiff,0194_CCLE_Batch6_7_HIL-SNU-5.wiff,0194_CCLE_Batch_6_7_CMH_SNU-5.wiff,40853,3389130,297871,1998630,419060,487174,2063400,655699,127194,1716677,755119,2116243,5831823,8015876,11203601,12882700,720872,1052934,20744631,278783,128455,17646,1568572,987,49128,38291,3527,77155,467,612692,79288,104215,38862,2387,7234,94538,355947,2281776,1078657,6790239,782897,559272,,13248342,1028893,222,6295,,33412,392,80258,691,669,9305,1674,489442,30253,1967321,1612188,18216,837547,10052957,106458,320551,889571,171816,97952,1743,1333,840,4631,1105,2916,602,23343,638353,3297
HS766T_PANCREAS,pancreas,DMEM + 10% FBS,Batch6_7,male,50.03575532,0192_CCLE_Batch6_7_LIP-Hs766T.wiff,0192_CCLE_Batch6_7_HIL-Hs 766T.wiff,0192_CCLE_Batch_6_7_CMH_Hs-766T.wiff,9105,316599,286020,903333,368428,253137,1861124,23088,7738595,2605031,1581325,2873910,2898085,7235399,8443996,8686189,358462,650951,3068795,20259,282110,17327,592152,714,1872,84683,836,46727,3498,104890,8788,45340,12548,6669,1629,22947,33082,3442293,534129,2723789,5903183,556957,,1786805,365096,172,6480,6690,96288,10046,8025,5544,69102,7645,316,851076,4910087,366360,674329,25955,656297,1619147,403401,7539,115077,135610,4355,865,612,1471,6611,2294,4253,464,,76728,608
SNU398_LIVER,liver,RPMI 1640 + 10% FBS,Batch6_7,male,42.38529316,0191_CCLE_Batch6_7_LIP-SNU-398.wiff,0191_CCLE_Batch6_7_HIL-SNU-398.wiff,0191_CCLE_Batch_6_7_CMH_SNU-398.wiff,2965,35305,108589,67645,43466,34502,1798665,116057,781202,212429,965365,143709,237617,873560,943819,626442,26066,106558,3702159,149980,194198,4787,114986,246,836,258387,554,12790,620,50733,1665,12101,499,440,3828,5142,1581,255676,36401,1658511,2562231,222452,,1958834,123822,,9432,486,17212,1161,3487,388,973,18129,177,53921,37153,246667,526379,4924,191959,1275542,202776,2926,1714586,181092,8399,3038,,602,9308,3475,2627,938,999,7759,198
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,RPMI 1640 + 10% FBS,Batch6_7,female,NA,0190_CCLE_Batch6_7_LIP-M-07e.wiff,0190_CCLE_Batch6_7_HIL-M-07e.wiff,0190_CCLE_Batch_6_7_CMH_M-07e.wiff,3426,593487,23825,196898,91146,199012,1805466,411814,1050174,505870,1341248,217092,250677,799145,875718,1257626,62516,226171,4596702,653364,492967,13152,647371,317,3125,118774,735,11276,1425,199480,11814,12445,1591,246,3995,4546,962,479229,34925,3135496,5927764,1092737,,1572122,132421,46,8115,,30291,376,6109,242,1704,17298,414,74942,156045,1996817,118572,9951,38993,140581,46587,1122,28107,31258,449,,,803,2932,617,2046,1119,2625,32085,218
